,order_id,customer_id,product_id,order_date,quantity,payment_id,payment_method,payment_status,payment_date,product_name,category,price,stock,name,gender,age,join_date,city,shipping_id,shipping_company,shipping_status,shipping_start_date,shipping_end_date,total_sales
26,O009793,C1246,P0456,2023-10-21 23:39:55,5,PAY009793,Credit Card,Completed,2023-10-21 23:47:55,의류 상품_456,스포츠용품,65300,5,장서연,Female,64,2023-02-19,용인시 처인구,S009793,롯데택배,Delivered,2023-10-22 04:47:55,2023-10-27 04:47:55,326500
27,O002517,C1493,P0332,2023-10-22 00:24:12,2,PAY002517,Credit Card,Completed,2023-10-22 01:13:12,가구 상품_332,도서,41000,194,이춘자,Male,56,2022-12-10,인제군,S002517,우체국택배,Shipped,2023-10-22 19:13:12,,82000
28,O005057,C0936,P0061,2023-10-22 00:28:39,1,PAY005057,Mobile Payment,Completed,2023-10-22 00:42:39,스포츠용품 상품_61,스포츠용품,87100,104,김지후,Female,65,2022-11-09,계룡시,S005057,우체국택배,Delivered,2023-10-22 01:42:39,2023-10-27 01:42:39,87100
29,O004197,C1690,P0177,2023-10-22 06:56:02,2,PAY004197,Bank Transfer,Completed,2023-10-22 07:35:02,화장품 상품_177,화장품,67300,124,김수빈,Female,28,2025-04-27,수원시 장안구,S004197,롯데택배,Shipped,2023-10-23 07:35:02,,134600
30,O005621,C0544,P0411,2023-10-22 08:13:38,2,PAY005621,Credit Card,Completed,2023-10-22 08:50:38,화장품 상품_411,의류,71500,183,서예지,Female,66,2025-02-12,평창군,S005621,우체국택배,Shipped,2023-10-22 09:50:38,,143000
31,O009500,C1369,P0126,2023-10-22 08:55:34,2,PAY009500,Credit Card,Completed,2023-10-22 08:57:34,도서 상품_126,전자제품,73100,60,오진호,Male,29,2024-04-15,광명시,S009500,한진택배,Delivered,2023-10-23 02:57:34,2023-10-24 02:57:34,146200
32,O001987,C0833,P0321,2023-10-22 10:27:18,5,PAY001987,Credit Card,Completed,2023-10-22 10:53:18,가구 상품_321,스포츠용품,94000,97,황영환,Male,43,2024-01-23,동두천시,S001987,한진택배,Delivered,2023-10-23 02:53:18,2023-10-27 02:53:18,470000
33,O005134,C0916,P0012,2023-10-22 10:49:36,4,PAY005134,Credit Card,Completed,2023-10-22 11:04:36,식품 상품_12,스포츠용품,27400,128,오수빈,Male,16,2024-12-10,부여군,S005134,우체국택배,Delivered,2023-10-23 00:04:36,2023-10-24 00:04:36,109600
34,O002949,C1225,P0224,2023-10-22 13:27:55,3,PAY002949,Mobile Payment,Completed,2023-10-22 13:34:55,화장품 상품_224,의류,92100,122,권우진,Female,63,2024-12-17,의왕시,S002949,우체국택배,Shipped,2023-10-23 00:34:55,,276300
35,O005030,C0112,P0063,2023-10-22 15:50:39,1,PAY005030,Mobile Payment,Completed,2023-10-22 16:27:39,가구 상품_63,식품,82100,152,이춘자,Female,66,2025-01-26,용인시 기흥구,S005030,한진택배,Preparing,2023-10-23 16:27:39,,82100
36,O007884,C0045,P0146,2023-10-22 16:45:34,2,PAY007884,Credit Card,Completed,2023-10-22 17:10:34,식품 상품_146,도서,62400,24,강건우,Female,42,2023-11-28,용인시,S007884,롯데택배,Preparing,2023-10-23 11:10:34,,124800
37,O005294,C0855,P0307,2023-10-22 17:21:50,2,PAY005294,Credit Card,Completed,2023-10-22 17:47:50,스포츠용품 상품_307,가구,82600,68,이서준,Female,43,2023-05-05,서산시,S005294,우체국택배,Shipped,2023-10-22 18:47:50,,165200
38,O006851,C0975,P0255,2023-10-22 18:02:11,3,PAY006851,Credit Card,Completed,2023-10-22 18:36:11,화장품 상품_255,의류,60700,180,김지훈,Female,21,2025-03-04,서산시,S006851,한진택배,Delivered,2023-10-23 15:36:11,2023-10-27 15:36:11,182100
39,O006652,C1688,P0438,2023-10-22 18:45:12,3,PAY006652,Credit Card,Completed,2023-10-22 18:59:12,의류 상품_438,의류,51500,86,김성호,Female,41,2024-06-07,연천군,S006652,롯데택배,Preparing,2023-10-23 08:59:12,,154500
40,O001466,C0448,P0461,2023-10-22 19:09:04,1,PAY001466,Bank Transfer,Completed,2023-10-22 19:36:04,전자제품 상품_461,가구,24100,23,김정훈,Female,61,2023-04-08,보령시,S001466,롯데택배,Shipped,2023-10-23 08:36:04,,24100
41,O006051,C0591,P0361,2023-10-22 19:22:00,3,PAY006051,Credit Card,Completed,2023-10-22 20:20:00,전자제품 상품_361,의류,93300,26,양경숙,Male,56,2024-12-27,성남시 분당구,S006051,대한통운,Delivered,2023-10-23 11:20:00,2023-10-25 11:20:00,279900
42,O009253,C0048,P0373,2023-10-22 22:29:54,2,PAY009253,Credit Card,Pending,,화장품 상품_373,스포츠용품,8600,36,한정훈,Male,39,2025-07-03,이천시,,,,,,17200
43,O004928,C0693,P0439,2023-10-23 00:24:26,2,PAY004928,Mobile Payment,Completed,2023-10-23 00:32:26,가구 상품_439,가구,24000,22,김영식,Female,61,2024-02-28,보은군,S004928,한진택배,Shipped,2023-10-23 20:32:26,,48000
44,O007474,C1673,P0229,2023-10-23 01:45:53,3,PAY007474,Mobile Payment,Completed,2023-10-23 02:31:53,도서 상품_229,가구,74800,25,이현지,Female,66,2023-06-18,영월군,S007474,대한통운,Delivered,2023-10-23 04:31:53,2023-10-25 04:31:53,224400
45,O004095,C1657,P0333,2023-10-23 04:45:35,2,PAY004095,Credit Card,Completed,2023-10-23 05:26:35,화장품 상품_333,전자제품,73300,180,김준호,Male,44,2023-03-01,포천시,S004095,대한통운,Delivered,2023-10-23 15:26:35,2023-10-24 15:26:35,146600
46,O002157,C0329,P0404,2023-10-23 07:18:07,2,PAY002157,Mobile Payment,Completed,2023-10-23 08:04:07,가구 상품_404,식품,15700,180,노지후,Male,39,2023-11-19,파주시,S002157,우체국택배,Delivered,2023-10-24 05:04:07,2023-10-29 05:04:07,31400
47,O001214,C1228,P0063,2023-10-23 10:39:27,2,PAY001214,Mobile Payment,Completed,2023-10-23 11:11:27,가구 상품_63,식품,82100,152,이하은,Female,27,2024-01-31,충주시,S001214,롯데택배,Shipped,2023-10-24 02:11:27,,164200
48,O000676,C1183,P0200,2023-10-23 15:18:00,1,PAY000676,Mobile Payment,Completed,2023-10-23 15:59:00,스포츠용품 상품_200,화장품,19700,115,문미정,Male,60,2023-07-16,제천시,S000676,우체국택배,Shipped,2023-10-24 06:59:00,,19700
49,O006845,C0677,P0332,2023-10-23 17:34:15,1,PAY006845,Credit Card,Completed,2023-10-23 17:58:15,가구 상품_332,도서,41000,194,김상호,Male,46,2022-11-28,춘천시,S006845,대한통운,Delivered,2023-10-24 12:58:15,2023-10-29 12:58:15,41000
50,O005844,C1168,P0473,2023-10-23 17:43:32,2,PAY005844,Bank Transfer,Completed,2023-10-23 18:02:32,식품 상품_473,스포츠용품,91900,39,강현준,Male,29,2023-04-09,원주시,S005844,대한통운,Preparing,2023-10-24 16:02:32,,183800
51,O009521,C1630,P0244,2023-10-23 19:46:02,1,PAY009521,Mobile Payment,Completed,2023-10-23 20:20:02,전자제품 상품_244,가구,90900,93,홍건우,Female,52,2024-10-29,포천시,S009521,롯데택배,Preparing,2023-10-24 07:20:02,,90900
52,O000628,C1675,P0467,2023-10-23 20:15:59,4,PAY000628,Mobile Payment,Completed,2023-10-23 20:44:59,의류 상품_467,전자제품,90000,153,김유진,Female,20,2023-03-12,고양시 일산서구,S000628,우체국택배,Shipped,2023-10-24 13:44:59,,360000
53,O004425,C1128,P0396,2023-10-23 20:22:22,5,PAY004425,Mobile Payment,Completed,2023-10-23 21:09:22,식품 상품_396,의류,89700,58,박민재,Female,53,2023-09-09,광주시,S004425,우체국택배,Delivered,2023-10-24 13:09:22,2023-10-27 13:09:22,448500
54,O000098,C1510,P0205,2023-10-23 21:13:41,4,PAY000098,Mobile Payment,Completed,2023-10-23 21:46:41,스포츠용품 상품_205,스포츠용품,81300,118,김지훈,Male,17,2024-03-16,진천군,S000098,우체국택배,Delivered,2023-10-24 17:46:41,2023-10-26 17:46:41,325200
55,O002621,C1146,P0041,2023-10-23 22:28:14,5,PAY002621,Credit Card,Completed,2023-10-23 23:09:14,가구 상품_41,도서,71600,120,오명숙,Male,34,2025-02-06,철원군,S002621,롯데택배,Delivered,2023-10-24 23:09:14,2023-10-27 23:09:14,358000
56,O002089,C0222,P0200,2023-10-24 02:57:21,1,PAY002089,Mobile Payment,Completed,2023-10-24 03:19:21,스포츠용품 상품_200,화장품,19700,115,남시우,Female,52,2025-09-08,하남시,S002089,대한통운,Delivered,2023-10-24 06:19:21,2023-10-28 06:19:21,19700
57,O005804,C0414,P0352,2023-10-24 05:00:32,5,PAY005804,Credit Card,Completed,2023-10-24 05:03:32,화장품 상품_352,전자제품,57200,171,박성수,Male,35,2023-09-15,수원시 팔달구,S005804,대한통운,Delivered,2023-10-24 16:03:32,2023-10-27 16:03:32,286000
58,O002092,C1694,P0267,2023-10-24 05:59:01,4,PAY002092,Bank Transfer,Failed,,식품 상품_267,의류,48700,46,김하은,Female,34,2025-08-16,평창군,,,,,,194800
59,O000991,C0231,P0096,2023-10-24 07:51:40,1,PAY000991,Mobile Payment,Completed,2023-10-24 08:12:40,도서 상품_96,가구,58100,71,박예은,Male,48,2023-08-30,군포시,S000991,한진택배,Delivered,2023-10-25 02:12:40,2023-10-28 02:12:40,58100
60,O008438,C1829,P0441,2023-10-24 09:18:16,5,PAY008438,Mobile Payment,Completed,2023-10-24 09:49:16,의류 상품_441,스포츠용품,9700,92,김상철,Male,66,2024-01-11,성남시 중원구,S008438,롯데택배,Delivered,2023-10-24 23:49:16,2023-10-25 23:49:16,48500
61,O005585,C1994,P0247,2023-10-24 09:38:23,3,PAY005585,Credit Card,Completed,2023-10-24 10:04:23,전자제품 상품_247,스포츠용품,85100,150,김선영,Female,61,2024-10-09,하남시,S005585,대한통운,Delivered,2023-10-24 11:04:23,2023-10-26 11:04:23,255300
62,O006917,C0084,P0298,2023-10-24 13:03:36,4,PAY006917,Mobile Payment,Completed,2023-10-24 13:27:36,스포츠용품 상품_298,스포츠용품,33500,162,이혜진,Male,63,2023-07-02,영월군,S006917,대한통운,Delivered,2023-10-24 14:27:36,2023-10-28 14:27:36,134000
63,O000203,C1776,P0237,2023-10-24 14:48:40,3,PAY000203,Bank Transfer,Completed,2023-10-24 15:22:40,화장품 상품_237,전자제품,22600,77,안지현,Female,28,2024-07-07,괴산군,S000203,대한통운,Delivered,2023-10-25 02:22:40,2023-10-28 02:22:40,67800
64,O007951,C0271,P0168,2023-10-24 15:15:56,5,PAY007951,Bank Transfer,Completed,2023-10-24 15:36:56,가구 상품_168,스포츠용품,18000,4,김예원,Female,63,2023-09-03,천안시 서북구,S007951,한진택배,Delivered,2023-10-25 12:36:56,2023-10-26 12:36:56,90000
65,O003956,C1796,P0219,2023-10-24 15:31:43,3,PAY003956,Credit Card,Completed,2023-10-24 16:09:43,화장품 상품_219,가구,41900,73,정서연,Female,58,2023-05-03,청주시 흥덕구,S003956,대한통운,Delivered,2023-10-25 16:09:43,2023-10-27 16:09:43,125700
66,O003769,C1053,P0084,2023-10-24 17:51:06,5,PAY003769,Mobile Payment,Completed,2023-10-24 18:50:06,의류 상품_84,식품,88500,73,이서윤,Female,57,2024-06-26,양평군,S003769,롯데택배,Delivered,2023-10-25 11:50:06,2023-10-28 11:50:06,442500
67,O004996,C1132,P0022,2023-10-24 18:33:49,5,PAY004996,Mobile Payment,Completed,2023-10-24 19:16:49,의류 상품_22,도서,42100,78,송준혁,Male,56,2023-08-03,평택시,S004996,롯데택배,Delivered,2023-10-25 00:16:49,2023-10-30 00:16:49,210500
68,O001043,C0099,P0145,2023-10-24 18:51:09,3,PAY001043,Credit Card,Completed,2023-10-24 19:33:09,의류 상품_145,전자제품,90100,104,박민수,Male,60,2024-04-06,의정부시,S001043,우체국택배,Shipped,2023-10-24 22:33:09,,270300
69,O007316,C0687,P0410,2023-10-24 20:39:35,3,PAY007316,Mobile Payment,Completed,2023-10-24 21:39:35,전자제품 상품_410,도서,70700,178,박지훈,Female,53,2023-03-14,충주시,S007316,한진택배,Delivered,2023-10-25 03:39:35,2023-10-27 03:39:35,212100
70,O000595,C1604,P0481,2023-10-24 21:58:29,1,PAY000595,Bank Transfer,Completed,2023-10-24 22:06:29,식품 상품_481,의류,57700,192,류지아,Male,17,2025-07-11,부천시 원미구,S000595,대한통운,Delivered,2023-10-25 09:06:29,2023-10-27 09:06:29,57700
71,O000935,C1710,P0015,2023-10-25 00:15:44,3,PAY000935,Bank Transfer,Completed,2023-10-25 01:06:44,식품 상품_15,식품,46500,99,이명자,Female,45,2024-04-24,평창군,S000935,롯데택배,Delivered,2023-10-26 01:06:44,2023-10-31 01:06:44,139500
72,O009292,C1686,P0014,2023-10-25 00:59:50,4,PAY009292,Mobile Payment,Completed,2023-10-25 01:44:50,전자제품 상품_14,도서,19700,49,김경숙,Female,46,2025-08-08,천안시 서북구,S009292,우체국택배,Delivered,2023-10-25 21:44:50,2023-10-30 21:44:50,78800
73,O005075,C0584,P0341,2023-10-25 01:18:26,5,PAY005075,Mobile Payment,Completed,2023-10-25 01:47:26,식품 상품_341,전자제품,77300,145,배영환,Male,47,2023-08-22,양구군,S005075,한진택배,Delivered,2023-10-26 01:47:26,2023-10-29 01:47:26,386500
74,O004661,C1049,P0093,2023-10-25 02:28:20,3,PAY004661,Credit Card,Completed,2023-10-25 03:21:20,식품 상품_93,도서,42600,116,황미영,Male,17,2025-03-02,안산시 상록구,S004661,우체국택배,Delivered,2023-10-25 09:21:20,2023-10-27 09:21:20,127800
75,O009791,C1164,P0181,2023-10-25 03:14:12,1,PAY009791,Bank Transfer,Completed,2023-10-25 03:24:12,의류 상품_181,가구,80900,174,이진우,Male,15,2024-05-09,의정부시,S009791,우체국택배,Cancelled,2023-10-26 03:24:12,,80900
76,O008954,C1912,P0100,2023-10-25 05:12:59,1,PAY008954,Credit Card,Completed,2023-10-25 06:03:59,의류 상품_100,화장품,55500,149,양예은,Male,22,2023-03-18,청주시 흥덕구,S008954,대한통운,Delivered,2023-10-26 01:03:59,2023-10-28 01:03:59,55500
77,O004579,C1170,P0267,2023-10-25 07:35:38,3,PAY004579,Credit Card,Completed,2023-10-25 07:39:38,식품 상품_267,의류,48700,46,장정식,Male,68,2023-10-22,광주시,S004579,우체국택배,Delivered,2023-10-26 01:39:38,2023-10-27 01:39:38,146100
78,O006813,C0603,P0289,2023-10-25 08:19:28,4,PAY006813,Mobile Payment,Completed,2023-10-25 08:57:28,식품 상품_289,의류,45000,5,송영호,Female,23,2024-06-20,용인시 수지구,S006813,우체국택배,Delivered,2023-10-25 21:57:28,2023-10-28 21:57:28,180000
79,O000849,C0838,P0313,2023-10-25 08:40:57,3,PAY000849,Credit Card,Completed,2023-10-25 09:37:57,도서 상품_313,스포츠용품,22600,88,김성호,Female,36,2023-07-20,남양주시,S000849,우체국택배,Delivered,2023-10-25 23:37:57,2023-10-26 23:37:57,67800
80,O008287,C1349,P0422,2023-10-25 11:27:49,4,PAY008287,Credit Card,Completed,2023-10-25 12:08:49,화장품 상품_422,식품,21200,188,손현준,Female,45,2024-07-26,안산시,S008287,대한통운,Delivered,2023-10-26 10:08:49,2023-10-31 10:08:49,84800
81,O008669,C0527,P0023,2023-10-25 11:34:57,1,PAY008669,Bank Transfer,Completed,2023-10-25 12:10:57,도서 상품_23,도서,22800,61,차정호,Male,33,2024-11-20,성남시 수정구,S008669,우체국택배,Preparing,2023-10-26 08:10:57,,22800
82,O007706,C1573,P0099,2023-10-25 13:59:19,4,PAY007706,Bank Transfer,Completed,2023-10-25 14:50:19,도서 상품_99,가구,73300,125,김옥순,Male,35,2024-04-27,공주시,S007706,한진택배,Delivered,2023-10-26 14:50:19,2023-10-27 14:50:19,293200
83,O002835,C0933,P0343,2023-10-25 15:26:01,4,PAY002835,Bank Transfer,Completed,2023-10-25 15:55:01,화장품 상품_343,의류,73500,145,하정희,Male,70,2025-03-17,논산시,S002835,우체국택배,Shipped,2023-10-25 18:55:01,,294000
84,O006618,C0594,P0129,2023-10-25 18:14:50,1,PAY006618,Mobile Payment,Completed,2023-10-25 18:59:50,전자제품 상품_129,도서,14500,157,박순옥,Female,57,2025-01-25,평택시,S006618,한진택배,Delivered,2023-10-26 09:59:50,2023-10-27 09:59:50,14500
85,O003211,C1065,P0335,2023-10-25 23:13:25,4,PAY003211,Mobile Payment,Completed,2023-10-26 00:07:25,스포츠용품 상품_335,화장품,28800,136,김상훈,Male,51,2023-07-07,영월군,S003211,우체국택배,Delivered,2023-10-26 20:07:25,2023-10-27 20:07:25,115200
86,O005162,C0555,P0028,2023-10-26 00:35:52,3,PAY005162,Credit Card,Completed,2023-10-26 01:04:52,화장품 상품_28,식품,49400,173,최수민,Female,37,2023-11-22,의정부시,S005162,우체국택배,Shipped,2023-10-26 10:04:52,,148200
87,O008637,C0273,P0154,2023-10-26 01:42:38,1,PAY008637,Mobile Payment,Pending,,스포츠용품 상품_154,도서,31400,35,박현숙,Female,53,2024-04-25,횡성군,,,,,,31400
88,O008167,C1390,P0122,2023-10-26 02:05:28,2,PAY008167,Credit Card,Completed,2023-10-26 02:07:28,전자제품 상품_122,화장품,59600,8,박시우,Male,32,2024-07-21,수원시 팔달구,S008167,우체국택배,Shipped,2023-10-26 05:07:28,,119200
89,O001648,C0848,P0232,2023-10-26 03:09:05,5,PAY001648,Mobile Payment,Completed,2023-10-26 03:39:05,전자제품 상품_232,가구,80000,87,김정순,Female,67,2024-04-12,횡성군,S001648,우체국택배,Delivered,2023-10-26 15:39:05,2023-10-28 15:39:05,400000
90,O001951,C0972,P0107,2023-10-26 07:08:38,4,PAY001951,Bank Transfer,Completed,2023-10-26 07:24:38,스포츠용품 상품_107,전자제품,88700,23,김광수,Female,67,2025-03-28,남양주시,S001951,롯데택배,Delivered,2023-10-26 16:24:38,2023-10-29 16:24:38,354800
91,O003526,C0690,P0381,2023-10-26 15:18:11,4,PAY003526,Mobile Payment,Completed,2023-10-26 15:41:11,도서 상품_381,도서,66800,89,류준서,Female,38,2023-10-25,안산시,S003526,한진택배,Shipped,2023-10-26 19:41:11,,267200
92,O001682,C1711,P0434,2023-10-26 15:47:17,5,PAY001682,Credit Card,Completed,2023-10-26 16:29:17,가구 상품_434,화장품,58200,66,최성진,Male,28,2025-07-22,괴산군,S001682,우체국택배,Delivered,2023-10-27 08:29:17,2023-10-28 08:29:17,291000
93,O000269,C0689,P0052,2023-10-26 17:51:34,3,PAY000269,Credit Card,Completed,2023-10-26 18:22:34,도서 상품_52,스포츠용품,97500,110,김수진,Female,59,2023-01-31,진천군,S000269,대한통운,Delivered,2023-10-27 08:22:34,2023-10-28 08:22:34,292500
94,O004245,C1968,P0153,2023-10-26 19:16:30,4,PAY004245,Credit Card,Completed,2023-10-26 20:04:30,스포츠용품 상품_153,전자제품,98300,18,최건우,Male,49,2025-07-28,원주시,S004245,롯데택배,Delivered,2023-10-27 10:04:30,2023-10-28 10:04:30,393200
95,O008358,C0908,P0378,2023-10-26 19:47:15,4,PAY008358,Mobile Payment,Completed,2023-10-26 20:18:15,스포츠용품 상품_378,전자제품,82500,133,이정남,Male,65,2024-01-21,양구군,S008358,롯데택배,Delivered,2023-10-27 04:18:15,2023-10-28 04:18:15,330000
96,O006511,C1360,P0063,2023-10-27 01:52:36,4,PAY006511,Bank Transfer,Completed,2023-10-27 02:32:36,가구 상품_63,식품,82100,152,박순자,Female,70,2025-08-15,성남시,S006511,롯데택배,Shipped,2023-10-27 03:32:36,,328400
97,O000359,C0555,P0365,2023-10-27 04:37:56,1,PAY000359,Credit Card,Completed,2023-10-27 05:13:56,화장품 상품_365,전자제품,94200,193,최수민,Female,37,2023-11-22,의정부시,S000359,롯데택배,Delivered,2023-10-28 02:13:56,2023-10-30 02:13:56,94200
98,O008262,C0960,P0275,2023-10-27 04:50:15,5,PAY008262,Bank Transfer,Completed,2023-10-27 05:38:15,가구 상품_275,의류,6300,140,안건우,Female,15,2025-06-01,서산시,S008262,대한통운,Delivered,2023-10-27 18:38:15,2023-10-30 18:38:15,31500
99,O007913,C0895,P0083,2023-10-27 06:19:55,3,PAY007913,Bank Transfer,Completed,2023-10-27 06:30:55,도서 상품_83,도서,77600,94,박예준,Male,27,2024-12-30,성남시 중원구,S007913,우체국택배,Delivered,2023-10-28 02:30:55,2023-10-31 02:30:55,232800
100,O008748,C0669,P0479,2023-10-27 09:13:16,1,PAY008748,Bank Transfer,Failed,,도서 상품_479,전자제품,21400,107,황도현,Female,29,2024-08-08,김포시,,,,,,21400
